FID,YEAR_,DISTRICT,COSITE,ROADWAY,DESC_FRM,DESC_TO,AADT,AADTFLG,KFLG,K100FLG,DFLG,TFLG,COUNTYDOT,COUNTY,MNG_DIST,BEGIN_POST,END_POST,KFCTR,K100FCTR,DFCTR,TFCTR,Shape_Leng,Shape__Length
9125,2023,3,575151,57600000,MAIN ST,INDIAN TR,5800,C,F,F,F,F,57,Okaloosa,3,0.946,1.624,9,0,51.9,4.2,1093.3096,1093.30964043644
9126,2023,6,878351,87550501,NW 79 ST/SR-934,NE 103 ST,11900,C,F,F,F,A,87,Miami-Dade,6,0,1.529,9,0,55.1,3.3,2463.331,2463.33096249955
9127,2023,7,105078,10040000,E 21 AVE,SR-574/E MLK JR BLVD,16200,C,F,F,F,F,10,Hillsborough,7,1.423,2.155,9,0,56.5,4.6,1177.5624,1177.56240182873
9128,2023,6,871178,87281000,SR-836 / EB,N/A,56500,C,F,F,F,A,87,Miami-Dade,6,4.048,4.794,9,0,55.1,3.1,1198.9786,1198.97864205993
9129,2023,6,870431,87240000,SR-934/NW 79 ST,SR-932/NW 103 ST,31000,C,F,F,F,F,87,Miami-Dade,6,7.325,8.853,9,0,55.1,7.7,2454.5066,2454.50660642414
9130,2023,5,972549,75470096, , ,6100,C, , , , ,75,Orange,8,0,0.323,9,0,0,0,520.2924,520.292391656096
9131,2023,7,102833,10004002,US-92 / SR-600 / S D,N/A,5900,F,F,F,W,F,10,Hillsborough,7,0,0.04,9,0,99.9,8.6,65.0647,65.0646864938598
9132,2023,6,876194,87260232,87260235 SB ON,SW 56 ST / MILLER DR,15000,F,F,F,W,1,87,Miami-Dade,6,0,0.161,8,0,99.9,9,256.6158,256.61575346034
9133,2023,3,577725,57160113,GORE AT SR-293 NB,N LAKESHORE DR,1300,C,F,F,W,F,57,Okaloosa,3,0,0.173,9,0,99.9,6,277.1891,277.189065376001
9134,2023,6,970477,87470110,SR852/COUNTY LINE RD,86471132 RAMP,4400,C,F,F,W,F,87,Miami-Dade,8,0,0.131,8,0,99.9,5.7,210.511,210.511043582627
9135,2023,2,260456,26260000,Bridge No-260063,Bridge No-260054,69000,C,F,F,F,F,26,Alachua,2,9.74,11.03,9,0,53.1,26.5,2075.1006,2075.10064569523
9136,2023,5,972592,75470140,75470144 SB ON,SR 91 NB,19200,C, , , ,F,75,Orange,8,0,0.359,8,0,0,21.9,568.8559,568.855939398873
9137,2023,2,295014,29010000,US-41/SR-25/MAIN BLV,US-441/SR-25A/MARION,16700,C,F,F,F,F,29,Columbia,2,9.914,10.055,9,0,54.3,6.1,227.0738,227.073799190344
9138,2023,3,590030,59503000,US-319/SR-377,CR-22/ROSE ST,350,C,F,F,F,F,59,Wakulla,3,0,6.285,9.5,0,56.8,9.7,10127.0319,10127.0319369476
9139,2023,2,260055,26010000,SW 63 AVE,SR-331,15000,C,F,F,F,F,26,Alachua,2,10.213,11.628,9,0,53,7.4,2277.6183,2277.61834037336
9140,2023,2,265070,26070000,N/A,N/A,30000,C,F,F,F,F,26,Alachua,2,16.872,17.064,9,0,53,2.1,309.0942,309.094206749866
9141,2023,6,972290,87471000,Bridge No-870407,Bridge No-870734,130700,C,D,D,D,F,87,Miami-Dade,8,17.99,18.436,9,0,56.5,5.7,718.643,718.643038938645
9142,2023,2,269100,26000004,SW 266 ST,CR-241/SW 170 ST,250,V,F,F,F,F,26,Alachua,2,0,6.09,9.5,0,58.2,2.9,9800.3811,9800.38108919034
9143,2023,6,876267,87260323,SR-826/PALMETTO EXPY,SR- 924/EB,11500,C,F,F,W,A,87,Miami-Dade,6,0,0.134,8,0,99.9,20.1,216.6771,216.677125661226
9144,2023,2,269062,26700002,NW 53 AVE,US-441/NW 13 ST,16500,F,F,F,F,F,26,Alachua,2,0,2.894,9,0,58.2,2.9,4671.758,4671.75795922679
9145,2023,2,264019,26260125,GORE AT SR-222 EB,GORE AT 26260020,3000,C,F,F,W,F,26,Alachua,2,0,0.17,9,0,99.9,26.5,273.433,273.432992198918
9146,2023,5,117011,11000066,CR-466,N/A,15700,S,F,F,F,2,11,Lake,5,2.01,3.519,9,0,53.2,6.1,2418.7461,2418.74607389532
9147,2023,6,876291,87260518,SR-826/EB,SR-826 / EB / NW 167,14500,C,F,F,W,A,87,Miami-Dade,6,0,0.094,8,0,99.9,15.3,153.4749,153.474917454048
9148,2023,6,877067,87504505,SR 9,NW 167 ST,17200,F,F,F,F,1,87,Miami-Dade,6,0,1.274,9,0,55.1,2.5,2050.5849,2050.5848950092
9149,2023,7,100124,10040000,FLETCHER AVE,SKIPPER RD,22000,C,F,F,F,A,10,Hillsborough,7,8.207,8.979,9,0,56.5,8.6,1241.9306,1241.93060451028
9150,2023,6,876182,87260002,RAMP 87260003,SR-94 / N KENDALL DR,9000,F,F,F,W,1,87,Miami-Dade,6,0,0.314,8,0,99.9,9.2,512.5635,512.563485435992
9151,2023,6,872574,87270902,N/A,I-95 / SB,39500,C,F,F,W,A,87,Miami-Dade,6,10.612,12.154,9,0,99.9,3.3,2482.2105,2482.21048547083
9152,2023,6,870059,87210101, , ,13700,F,F,F,F,F,87,Miami-Dade,6,0,0.613,9,0,99.9,2.7,996.4193,996.419337198846
9153,2023,3,590022,59010000,CR-372/MASHES SANDS,BOTTOMS RD,3100,C,F,F,F,A,59,Wakulla,3,0.094,4.919,9.5,0,56.8,12.4,7761.2622,7761.26221961146
9154,2023,2,265108,26004000,VA HOSPITAL ENT,US-441/SR-25/SW 13TH,22500,C,F,F,F,F,26,Alachua,2,0.526,0.924,9,0,53,5.6,641.2908,641.290835362434
9155,2023,2,265099,26050000,CR-329,SE 16TH AVE,21500,C,F,F,F,F,26,Alachua,2,0.551,1.583,9,0,53,10.3,1659.8167,1659.81669085967
9156,2023,2,289119,28500000,CR-100A,SR-230,1400,C,F,F,F,F,28,Bradford,2,0,0.793,9,0,52.2,3.2,1275.157,1275.15698833716
9157,2023,5,752424,75330113,SR 453,75330000,1600,R,F,F,W,F,75,Orange,5,0,0.929,8,0,99.9,4.5,1495.4073,1495.40732028867
9158,2023,6,878624,87674504,S ROYAL POINCIANA BL,Bridge No-874129,12750,T,F,F,F,F,87,Miami-Dade,6,0,0.088,9,0,63.1,4.5,147.2469,147.246857885155
9159,2023,2,269183,26553000,SE 15TH ST,SE 18TH ST,1900,C,F,F,F,F,26,Alachua,2,0,0.246,9,0,58.2,2.9,395.818,395.818026565984
9160,2023,3,570295,57518000,MID BAY BR ADMIN,SR-20,5400,C,F,F,F,A,57,Okaloosa,3,4.902,6.578,9,0,58,3,2698.4328,2698.43279552524
9161,2023,6,876163,87200123,I-395 / EB,NE 2 AVE,14000,F,F,F,W,1,87,Miami-Dade,6,0,0.187,8,0,99.9,4.1,301.1225,301.122509541034
9162,2023,2,279114,27580000,S CR-125,SR-121,1400,C,F,F,F,F,27,Baker,2,0,2.612,9,0,59.1,20.9,4207.1412,4207.14118698534
9163,2023,6,876285,87260512,WB SR-826,WB NW 167 ST,7400,C,F,F,W,A,87,Miami-Dade,6,0,0.039,8,0,99.9,15.7,62.8147,62.8146690183209
9164,2023,2,290061,29070000,NW QUINTEN ST,29170019 EB ON,6600,C,F,F,F,F,29,Columbia,2,5.039,6.535,9,0,54.3,3.6,2406.5759,2406.57589366132
9165,2023,7,105038,10030002,US-92/SR600/BAKER ST,N/A,25500,C,F,F,F,1,10,Hillsborough,7,0,1.127,9,0,56.5,11.1,1813.3345,1813.33446044896
9166,2023,6,970273,87471542,NW 12TH STREET,87471544 RAMP,8100,C,F,F,W,F,87,Miami-Dade,8,0,0.368,8,0,99.9,5.7,590.2788,590.278817117183
9167,2023,2,280201,28125000,28125114 SB ON,28125117 NB OFF,22500,C,F,F,F,F,28,Bradford,2,2.238,4.421,9.5,0,52.2,28.9,3512.8961,3512.89610430069
9168,2023,6,876454,87200326,MILAM DAIRY RD,87200423 NB ON,13000,F,F,F,W,1,87,Miami-Dade,6,0,0.278,8,0,99.9,10.4,448.1637,448.16369462073
9169,2023,6,876343,87270212,I-95 NB,SR-91 NB/FLORIDA'S T,57000,F,F,F,W,1,87,Miami-Dade,6,0,1.042,8,0,99.9,4.6,1664.9812,1664.98123910996
9170,2023,7,105601,10075000,MANATEE CO LINE,Bridge No-100346,94000,F,F,F,F,2,10,Hillsborough,7,0,6.473,10.5,0,53,17.3,10418.2698,10418.2697709151
9171,2023,2,265023,26110000,CR-2054/PEGGY RD,US-441/SR-20/SR-25,10600,C,F,F,F,A,26,Alachua,2,0.069,0.485,9.5,0,58.2,14.6,670.2877,670.287730611267
9172,2023,5,778055,77000227,WYMORE RD,DOUGLAS AVE,10000,F,F,F,F,F,77,Seminole,5,0,0.886,9,0,51.5,8.5,1422.4257,1422.4257315979
9173,2023,3,575099,57610501,HILL AVE NW,POPLAR AVE,6300,C,F,F,F,F,57,Okaloosa,3,0.357,1.03,9,0,51.9,4.2,1087.7692,1087.76919998827
9174,2023,2,260435,26718000,NW CR-235,NW CR-236,5500,C,F,F,F,A,26,Alachua,2,0,8.644,9.5,0,58.2,23.1,13898.4834,13898.4833880637
9175,2023,2,269139,26511000,NW 298 ST,US27/US-41/S MAIN ST,6500,F,F,F,F,F,26,Alachua,2,0,3.428,9.5,0,58.2,2.9,5518.3334,5518.33336503313
9176,2023,6,970481,87470001,SR 91 NB,N/A,2000,C,F,F,W,F,87,Miami-Dade,8,0,0.842,8,0,99.9,9.3,1349.5793,1349.57931184555
9177,2023,5,972545,75470126,75470145 RAMP,75470145 RAMP,7200,C,F,F,W,F,75,Orange,8,0,0.169,8,0,99.9,15.5,268.4151,268.415094230821
9178,2023,2,290618,29010000,SR-10A / SE BAYA DR,SE TIMBERWOLF DR,10500,C,F,F,F,F,29,Columbia,2,12.48,14.321,9,0,54.3,12.1,2963.9885,2963.98853046488
9179,2023,7,102890,10004000, , ,30700,C,F, ,F,F,10,Hillsborough,7,0,2.096,8,0,56.5,8.1,3364.0064,3364.00637418794
9180,2023,2,265505,26010000,SR-24A/SR-226/SW 16,N/A,18100,C,F,F,F,F,26,Alachua,2,13.125,13.615,9,0,53,7.4,788.6948,788.694781366122
9181,2023,2,260493,26070000,CR-337/SW 266 ST,US-27/US-41/SR-45,15500,C,F,F,F,F,26,Alachua,2,2.035,3.03,9.5,0,58.2,4.6,1601.5441,1601.54405885006
9182,2023,6,970012,87471102,US 1/SOUTH DIXIE HWY,SR 821 NB,5100,C,F,F,W,F,87,Miami-Dade,8,0,0.117,8,0,99.9,5.7,189.2124,189.212426630307
9183,2023,2,269120,26000039,SW 6TH ST,SR-331/SE 11TH ST,4800,R,F,F,F,F,26,Alachua,2,0.512,1.705,9,0,58.2,2.9,1925.2234,1925.22338485965
9184,2023,6,970294,87471533,NW 41ST STREET,SR 821 SB,7600,C,F,F,W,F,87,Miami-Dade,8,0,0.777,8,0,99.9,5.7,1246.1673,1246.16731092715
9185,2023,5,118095,11000092,JOHNS LAKE RD,GRAND HWY,14500,C,F,F,F,A,11,Lake,5,0,3.453,9,0,53.2,4.2,5561.9842,5561.98418208028
9186,2023,3,570275,57590000,N/A,US-90/SR-10/HWY 90,5500,C,F,F,F,F,57,Okaloosa,3,1.172,2.03,9.5,0,64.7,11.5,1379.5551,1379.55514515012
9187,2023,6,878353,87550504,SR-826/NE 163 ST,NE 195 ST,12700,S,F,F,F,F,87,Miami-Dade,6,0,2.198,9,0,55.1,2.8,3544.8602,3544.86019584249
9188,2023,7,102901,10030103,EUREKA SPRINGS RD,US-301/SR-41/SR-43,8800,C,F,F,W,F,10,Hillsborough,7,0,0.794,9,0,99.9,7.8,1280.2104,1280.21041949383
9189,2023,6,876408,87281226,SR-953/LE JEUNE RD,NW 21 ST,1700,F,F,F,W,1,87,Miami-Dade,6,0,0.087,9,0,99.9,3.1,142.3658,142.365844865881
9190,2023,6,876177,87210003,NE 192 ST/EB,SR-856/EB,9600,F,F,F,W,1,87,Miami-Dade,6,0,0.007,8,0,99.9,3,12.0811,12.0811286306027
9191,2023,6,876358,87270504,NB I-95,NB NW 3 AVE,5600,C,F,F,W,A,87,Miami-Dade,6,0,0.144,8,0,99.9,1.3,227.3483,227.348285318042
9192,2023,3,550129,59050000,FH-13,LEON CO LINE,600,C,F,F,F,A,59,Wakulla,3,16.124,25.738,9.5,0,69.5,14.4,15471.9728,15471.9728346569
9193,2023,6,876440,87200134,87200092 NB OFF,BEG BRIDGE870993,41000,F,F,F,W,1,87,Miami-Dade,6,0,0.339,9,0,99.9,3.4,546.1299,546.129873419723
9194,2023,2,260241,26020000,SHOPPING ENT,NW 212 AVE,9200,C,F,F,F,F,26,Alachua,2,25.498,26.193,9.5,0,58.2,5.1,1119.9228,1119.92284300708
9195,2023,6,972254,87471000,Bridge No-870194,Bridge No-870198,200000,C,D,D,D,F,87,Miami-Dade,8,13.91,16.25,8,0,56.5,5.7,3770.3158,3770.31583446011
9196,2023,5,755001,75340018,US-441/SR-500,PLYMOUTH SORRENTO RD,13100,C,F,F,F,A,75,Orange,5,0,0.419,9,0,53.2,23.4,676.2735,676.273480901975
9197,2023,6,876395,87260324,SR-932/W 49 ST WB,SB SR-826,15000,F,F,F,W,1,87,Miami-Dade,6,0,0.341,8,0,99.9,15.2,541.1614,541.161355005225
9198,2023,2,269149,26549000,START OF 26548000,SE CR-234,250,F,F,F,F,F,26,Alachua,2,0,1.122,9.5,0,58.2,2.9,1820.0333,1820.03332180469
9199,2023,2,264015,26260021,GORE AT SR-26,GORE AT I-75 SB,7100,F,F,F,W,F,26,Alachua,2,0,0.278,9,0,99.9,26.5,445.9896,445.98957861408
9200,2023,5,117007,11000062,US-27/441,CR-25,3100,C,F,F,F,A,11,Lake,5,0,8.712,9,0,53.2,16.6,14011.5581,14011.5580719187
9201,2023,6,870085,87260529, , ,6000,F,F,F,F,F,87,Miami-Dade,6,0,1.029,9,0,99.9,5.9,1624.0653,1624.06529743318
9202,2023,2,294418,29170016,US-441,I-10 WB,1500,C,F,F,W,F,29,Columbia,2,0,0.217,9,0,99.9,29.4,342.7197,342.719709806591
9203,2023,7,100053,10030000,N/A,MCINTOSH RD,12100,C,F,F,F,A,10,Hillsborough,7,9.284,12.827,9,0,56.5,17.1,5698.3963,5698.39631000415
9204,2023,2,289107,28120000,SR-100,@ BEG 28610000,650,X,F,F,F,F,28,Bradford,2,0,2.229,9.5,0,52.2,3.2,3582.2058,3582.20584871733
9205,2023,6,876461,87200427,87200429 WB ON,87200431 EB ON,40000,F,F,F,W,1,87,Miami-Dade,6,0,0.439,8,0,99.9,6.7,706.9297,706.929695853432
9206,2023,2,263274,26130001,GORE AT SR-26 REALIG,GORE AT SR-26 REALIG,12000,C,F,F,F,A,26,Alachua,2,0,1.347,9.5,0,58.2,5.6,2167.0364,2167.03637467889
9207,2023,5,752326,75340001,SR 500,SR 414 EB,2800,C,F,F,W,F,75,Orange,5,0,0.197,8,0,99.9,5.3,316.5916,316.591618909771
9208,2023,3,575115,57630000,GREEN ACRES BLVD,SR-189/BEAL PKWY,20500,C,F,F,F,A,57,Okaloosa,3,0,0.747,9,0,51.9,3.8,1224.8504,1224.85039350765
9209,2023,3,571605,57500000,S MAIN ST,US-90/SR-10/HWY 90,500,C,F,F,F,F,57,Okaloosa,3,0,2.673,9,0,51.9,4.2,4323.3591,4323.35907124198
9210,2023,6,876452,87260213,SR-826 / NB,SR-826 / NB,30000,F,F,F,W,1,87,Miami-Dade,6,0,0.611,8,0,99.9,3.2,984.6182,984.618231447626
9211,2023,3,570170,57510000,US-90/SR-10/HWY 90,SR-4/HWY 4,3500,C,F,F,F,F,57,Okaloosa,3,0,4.508,9.5,0,51.9,4.2,7249.8047,7249.8046599117
9212,2023,5,977522,75471122,UNIVERSAL BLVD,SR 528 EB,2000,C,F,F,W,F,75,Orange,8,0,0.262,9,0,99.9,15.5,421.4654,421.465423702855
9213,2023,2,269014,26000110,CR-232/NW 43RD ST,SR-24/NE WALDO RD,16000,X,F,F,F,F,26,Alachua,2,0,6.709,9,0,58.2,2.9,10810.8225,10810.8225430521
9214,2023,2,294414,29170014,I-10 WB,SR-25/US-41,900,C,F,F,W,F,29,Columbia,2,0,0.138,9.5,0,99.9,29.4,210.9259,210.925872112582
9215,2023,7,105333,10020000,SR-574/DR MLK JR BLV,E VIOLET ST,9000,C,F,F,W,F,10,Hillsborough,7,2.336,2.961,9,0,99.9,4.6,1006.181,1006.18100679239
9216,2023,6,876404,87240124,SR-9 SB,SR-9 NB,750,C,F,F,W,A,87,Miami-Dade,6,0,0.115,9,0,99.9,2.9,185.75,185.750017409577
9217,2023,2,265078,26090000,SW 16TH ST,US-441/SR-25,24500,C,F,F,F,F,26,Alachua,2,15.596,15.916,9,0,53,5.9,514.8757,514.875713812961
9218,2023,6,970353,87471272,SR 821 SB,US 27/OKEECHOBEE RD,4650,C, , , ,F,87,Miami-Dade,8,0,0.331,8,0,0,5.7,531.83,531.829965683779
9219,2023,6,876341,87270210,SR-91/FLA TURNPIKE,I-95/SB,18000,C,F,F,W,A,87,Miami-Dade,6,0,0.758,8,0,99.9,14.2,1206.878,1206.87800308214
9220,2023,2,264004,26260018,GORE AT SR-121,GORE AT I-75 NB,6700,C,F,F,W,F,26,Alachua,2,0,0.193,9,0,99.9,26.5,304.615,304.614983967228
9221,2023,5,797026,79000082,HAND AVE,W GRANADA BLVD,3400,F,F,F,F,1,79,Volusia,5,0,0.883,9,0,59.1,1.8,1408.7353,1408.73532699497
9222,2023,6,872095,87270000,Bridge No-870455,Bridge No-870328,183500,C,F,F,F,F,87,Miami-Dade,6,3.221,5.172,8,0,51,3.5,3138.2397,3138.23974286691
9223,2023,6,878342,87504502,NW 54 ST,NW 79 ST,31000,T,F,F,F,F,87,Miami-Dade,6,0,1.523,9,0,55.1,8,2450.7307,2450.7307110964
9224,2023,7,105016,10030000,N/A,N/A,6100,C,F,F,W,F,10,Hillsborough,7,19.468,19.637,9,0,99.9,11.1,271.9051,271.905132211716
9225,2023,6,870137,87260000,N/A,ON RAMP 87260337,145410,C,A,A,A,A,87,Miami-Dade,6,17.862,18.799,9,0,51,5.5,1504.7097,1504.70971151705
9226,2023,2,280110,28030001,UNION CO LINE,CR-229A,3800,C,F,F,F,F,28,Bradford,2,0,3.788,9.5,0,52.2,3.2,6096.8971,6096.89712937421
9227,2023,6,876455,87200328,SR-836 /  WB,87200324 WB ON,18000,F,F,F,W,1,87,Miami-Dade,6,0,1.634,8,0,99.9,2.8,2628.7269,2628.72687968867
9228,2023,2,290058,26020000,NW 212 AVE,COLUMBIA CO LINE,5000,C,F,F,F,A,26,Alachua,2,26.193,26.493,9.5,0,54.3,9,483.4485,483.448520608318
9229,2023,6,970430,87471000,Bridge No-870179,Bridge No-870170,78335,C,A,A,A,A,87,Miami-Dade,8,3.098,5.289,9,0,52.6,5.7,3530.3349,3530.33485555842
9230,2023,5,752347,75320037,SCHOFIELD RD,SR 429 SB,300,X,F,F,W,F,75,Orange,5,0,0.309,8,0,99.9,4.3,497.2472,497.247195011803
9231,2023,3,577719,57160131,GORE AT SR-293 NB,GORE AT SR-85 NB,4600,C,F,F,W,F,57,Okaloosa,3,0,0.406,9.5,0,99.9,6,654.0584,654.058385458092
9232,2023,6,876215,87260156,EB NW 167 ST,EB SR-826,8900,C,F,F,W,A,87,Miami-Dade,6,0,0.085,8,0,99.9,6.2,133.7114,133.711356912478
9233,2023,6,876280,87260507,EB NW 167 ST,EB SR-826,10500,C,F,F,W,A,87,Miami-Dade,6,0,0.07,8,0,99.9,5.4,111.2771,111.277116669045
9234,2023,5,977518,75471118,INTERNATIONAL DRIVE,SR 528 EB,9200,C,F,F,W,F,75,Orange,8,0,0.337,8,0,99.9,15.5,541.627,541.627023684358
9235,2023,2,269033,26000094,SW 20TH AVE,NW 1ST PL,19500,C,F,F,F,F,26,Alachua,2,0,1.258,9,0,58.2,2.9,2022.7373,2022.73725209681
9236,2023,7,108101,10060001,OLD COLUMBUS DR(UNS),N 48 ST,31000,C,F,F,F,2,10,Hillsborough,7,0,0.367,9,0,56.5,13.2,601.9828,601.982751858154
9237,2023,2,299104,29130000,SUWANNEE RIVER,US-441/SR-47,250,R,F,F,F,F,29,Columbia,2,0,2.821,9.5,0,54.3,3.6,4540.1781,4540.17814799963
9238,2023,7,105067,10020000,US-92/SR-600,E LAMBRIGHT ST,17600,C,F,F,F,1,10,Hillsborough,7,3.348,4.068,9,0,56.5,4.6,1159.2426,1159.24259120849
9239,2023,6,870574,87260000,Bridge No-870757,Bridge No-870766,247000,C,F,F,F,1,87,Miami-Dade,6,13.154,14.345,8,0,56.8,10.2,1912.643,1912.6429878001
9240,2023,2,263114,26090000,SW 75TH ST,SW 47 ST,30000,C,F,F,F,F,26,Alachua,2,10.188,12.035,9,0,53,8.7,2971.6481,2971.64807042637
9241,2023,6,970252,87471266,SW 8 ST/TAMIAMI TRL,SR 821 NB,15850,C, , , ,F,87,Miami-Dade,8,0,0.264,8,0,0,5.7,441.8868,441.886798948802
9242,2023,6,876342,87270211,I-95/NB,FRONTAGE RD,550,F,F,F,W,1,87,Miami-Dade,6,0,0.196,8,0,99.9,9.3,315.537,315.537023705258
9243,2023,2,260396,26220000,SW 23RD ST,US-441/SR-25/MLK JR,32000,C,F,F,F,F,26,Alachua,2,10.228,11.101,9,0,53,7.2,1402.8923,1402.89232789515
9244,2023,5,778038,77000210,RED CLEVELAND BLVD,SR 46,19200,F,F,F,F,F,77,Seminole,5,0,3.623,9,0,51.5,8.5,5830.5967,5830.5967461406
9245,2023,3,590223,59570000,US-98/SR-30,CR-365,400,C,F,F,F,F,59,Wakulla,3,0,3.693,9.5,0,56.8,7.8,5980.3699,5980.36987046
9246,2023,6,876234,87260284,87260213 NB OFF,SR-968 / W FLAGLER S,9700,F,F,F,W,1,87,Miami-Dade,6,0,0.203,8,0,99.9,8.6,321.8477,321.847688267868
9247,2023,6,876411,87281229,87281224 NB TO AIRPO,SR 953/LE JEUNE RD,16500,F,F,F,W,1,87,Miami-Dade,6,0,0.034,9,0,99.9,21.5,53.0128,53.0127785125574
9248,2023,5,972673,75470162,75470161 RAMP,SR 91 NB,6200,C, , , ,F,75,Orange,8,0,0.408,8,0,0,21.9,657.7494,657.749429003619
9249,2023,2,290227,29020000,SW MICHIGAN ST,GORE AT US-41 SB,11800,C,F,F,F,A,29,Columbia,2,21.571,22.554,9,0,54.3,5.6,1581.8013,1581.80132331148
9250,2023,3,590064,59510000,US-319/SR-375,US-98/SR-30/COASTAL,750,C,F,F,F,A,59,Wakulla,3,0,9.038,9.5,0,56.8,9.6,14563.6399,14563.6399003155
9251,2023,2,261002,26005000,NE 11TH TER,NE 15TH ST,18300,C,F,F,F,F,26,Alachua,2,8.336,8.668,9,0,53,3.1,534.2981,534.298134093958
9252,2023,2,265077,26070000,N/A,SR-121/W 34TH ST,18100,C,F,F,F,F,26,Alachua,2,17.064,17.505,9,0,53,2.1,709.8079,709.807898052267
9253,2023,6,970093,87471233,"SR 821; MP 9.532",SR 989/ALLAPATTAH RD,8600,C,F,F,W,F,87,Miami-Dade,8,0,0.278,8,0,99.9,5.7,448.4463,448.446263169906
9254,2023,2,269108,26000014,SR-20/SE HAWTHORNE R,E CR-1474,150,V,F,F,F,F,26,Alachua,2,0,4.4,9.5,0,58.2,2.9,7089.7768,7089.77677738112
9255,2023,6,876248,87260400,SR-934/NW 74 ST,NW 74 ST,17500,C,F,F,W,A,87,Miami-Dade,6,0,0.132,8,0,99.9,12,216.6948,216.694785005788
9256,2023,6,970313,87471517,SR 91 SB,NW 114TH AVE,3900,C,F,F,W,F,87,Miami-Dade,8,0,0.991,8,0,99.9,5.7,1600.4024,1600.40242031696
9257,2023,5,117019,11000090,PALMETTO ST,CR-44,1000,F,F,F,F,1,11,Lake,5,0,0.81,9,0,53.2,7.3,1301.185,1301.18498130346
9258,2023,6,872134,87270000,Bridge No-870344,87270902 I-95 SB,209000,C,F,F,F,F,87,Miami-Dade,6,10.777,12.38,9,0,51,3.5,2578.4453,2578.44527508837
9259,2023,6,878350,87522500,SR 5/US 1,SPUR,10800,C,F,F,F,A,87,Miami-Dade,6,0,1.154,9,0,55.1,2.4,1861.7182,1861.7181753457
9260,2023,7,105612,10040000,CR-583A/SUNSET LN,WILLOW BEND PKWY,39000,C,F,F,F,A,10,Hillsborough,7,13.393,15.446,9,0,56.5,5,3302.776,3302.77600762452
9261,2023,6,872114,87260000,ON RAMP 87260514,OFF RAMP 87260518,163500,C,F,F,F,F,87,Miami-Dade,6,23.54,24.131,8,0,56.8,5.1,949.0089,949.008929597133
9262,2023,6,870558,87281000,SR-948 / NW 36 ST,US-27/OKEECHOBEE RD,49500,C,F,F,F,F,87,Miami-Dade,6,5.646,5.804,9,0,55.1,4.6,253.8941,253.894080356166
9263,2023,6,871172,87220000,SR-969/NW 72 AV,NW 57 AVE/CURTISS PK,69000,C,F,F,F,A,87,Miami-Dade,6,0.627,2.157,9,0,55.1,5.3,2462.412,2462.41200616999
9264,2023,5,972680,75470103,75470105 RAMP,SR 91 NB,2200,C, , , ,F,75,Orange,8,0,0.354,8,0,0,21.9,577.1589,577.158881434188
9265,2023,3,590075,59030000,CR-375/ROSE ST,CR-372/SURF RD,5200,C,F,F,F,F,59,Wakulla,3,5.093,5.797,9.5,0,56.8,12.5,1133.5186,1133.51858894569
9266,2023,2,265052,26003000,NE 12TH ST,NE 15TH ST,10000,C,F,F,F,F,26,Alachua,2,1.725,2.01,9,0,53,5.6,459.5143,459.514295998538
9267,2023,2,265035,26020064,US-27/US-41/SR-45,US-441/SR-25/SR-20,11000,C,F,F,F,F,26,Alachua,2,0.619,1.188,9.5,0,58.2,5.2,910.724,910.723979837765
9268,2023,2,289111,28507000,SR-16,CR-200A,600,T,F,F,F,F,28,Bradford,2,0,4.138,9.5,0,52.2,3.2,6648.3671,6648.36707216244
9269,2023,5,752339,75340016,190' S OF GORE,75320101 SB ON,7700,R,F,F,W,F,75,Orange,5,0,0.336,8,0,99.9,5.3,541.0013,541.001339300092
9270,2023,6,876275,87260335,EB SR-826,EB NW 167 ST,13000,C,F,F,W,A,87,Miami-Dade,6,0,0.022,8,0,99.9,9.6,35.1054,35.1054457209219
9271,2023,2,269159,26670000,SR-20,NE SR-26,350,F,F,F,F,F,26,Alachua,2,0,3.805,9.5,0,58.2,2.9,6138.1687,6138.16870485753
9272,2023,5,798065,79000085,MASON AVE,FLOMICH ST,8400,F,F,F,F,F,79,Volusia,5,0,2.226,9,0,59.1,4.9,3573.9341,3573.93413112113
9273,2023,7,100148,10075000,10075326 SB ON,Bridge No-100495,102500,F,F,F,F,1,10,Hillsborough,7,21.718,22.938,9,0,53,15,1963.5457,1963.54566471757
9274,2023,2,290006,29070000,GUM SWAMP RD,NW QUINTEN ST,7500,X,F,F,F,F,29,Columbia,2,4.407,5.039,9,0,54.3,3.6,1016.7007,1016.70074724566
9275,2023,7,105335,10020101,E FLORIBRASKA AVE,W COLUMBUS DR,8000,C,F,F,W,F,10,Hillsborough,7,1.546,1.822,9,0,99.9,4.6,444.5724,444.5723850078
9276,2023,6,875348,87250000,SR-9/NW 27 AV/UNITY,SR-7/US-441/NW 7 AV,23000,C,F,F,F,1,87,Miami-Dade,6,2.464,4.497,9,0,55.1,4.9,3271.2633,3271.26334024769
9277,2023,2,284001,28125112,GORE AT SR-100,GORE AT USA-301,700,C,F,F,W,F,28,Bradford,2,0,0.349,9.5,0,99.9,26.8,555.8624,555.862443615703
9278,2023,6,876170,87200502,SR-973 / NW 87 AVE,87200428 EB ON,7600,F,F,F,W,1,87,Miami-Dade,6,0,0.379,8,0,99.9,3,611.6769,611.676918280868
9279,2023,2,260039,26130000,NE 27TH AVE,N/A,4000,C,F,F,F,F,26,Alachua,2,4.961,6.045,9,0,58.2,5.6,1745.1612,1745.16124645518
